employee_id,plan_id,attained_age_years,retirement_age,years_to_retirement,contribution_basis_rule,salary_basis_source,annual_contribution_basis,employer_contribution_rate,employee_contribution_rate,current_annual_employer_contribution,current_annual_employee_contribution,current_annual_total_contribution,contribution_frequency,expected_investment_return,annual_charges_rate,net_investment_return,dc_salary_escalation_rate,opening_member_corpus,opening_member_corpus_available,projected_opening_corpus_at_retirement,projected_future_contribution_corpus,projected_member_corpus_from_available_data,model_status,review_flag
E06357,SUP_DC_01,26.770704996577688,60.0,33.22929500342231,basic_salary_monthly,basic_salary_monthly,244800.0,0.15,0.0,36720.0,0.0,36720.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9243361.652800508,9243361.652800508,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06358,SUP_DC_01,61.30321697467488,60.0,0.0,basic_salary_monthly,basic_salary_monthly,1353600.0,0.15,0.0,203040.0,0.0,203040.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,0.0,0.0,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06360,SUP_DC_02,40.167008898015055,60.0,19.832991101984945,pensionable_salary_annual,pensionable_salary_annual,937000.0,0.1,0.05,93700.0,46850.0,140550.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,9934396.024164444,9934396.024164444,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06361,SUP_DC_02,36.186173853524984,60.0,23.813826146475016,pensionable_salary_annual,pensionable_salary_annual,967000.0,0.1,0.05,96700.0,48350.0,145050.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,15928678.206165392,15928678.206165392,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06363,SUP_DC_01,24.229979466119097,60.0,35.7700205338809,basic_salary_monthly,basic_salary_monthly,595200.0,0.15,0.0,89280.0,0.0,89280.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,28289226.270353727,28289226.270353727,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06364,SUP_DC_02,40.145106091718,60.0,19.854893908282,pensionable_salary_annual,pensionable_salary_annual,2255000.0,0.1,0.05,225500.0,112750.0,338250.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,24048162.376844745,24048162.376844745,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06377,SUP_DC_02,39.08555783709788,60.0,20.91444216290212,pensionable_salary_annual,pensionable_salary_annual,1328000.0,0.1,0.05,132800.0,66400.0,199200.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,15922377.134721173,15922377.134721173,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06379,SUP_DC_02,35.742642026009584,60.0,24.257357973990416,pensionable_salary_annual,pensionable_salary_annual,794000.0,0.1,0.05,79400.0,39700.0,119100.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,13743642.323003117,13743642.323003117,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06382,SUP_DC_01,38.770704996577685,60.0,21.229295003422315,basic_salary_monthly,basic_salary_monthly,933600.0,0.15,0.0,140040.0,0.0,140040.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,10819051.890413813,10819051.890413813,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06383,SUP_DC_01,40.15058179329227,60.0,19.849418206707732,basic_salary_monthly,basic_salary_monthly,850800.0,0.15,0.0,127620.0,0.0,127620.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,8493477.904504377,8493477.904504377,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06388,SUP_DC_01,41.45653661875428,60.0,18.543463381245722,basic_salary_monthly,basic_salary_monthly,1428000.0,0.15,0.0,214200.0,0.0,214200.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,12278431.19438313,12278431.19438313,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06390,SUP_DC_01,35.8631074606434,60.0,24.1368925393566,basic_salary_monthly,basic_salary_monthly,589200.0,0.15,0.0,88380.0,0.0,88380.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9276679.634463394,9276679.634463394,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06391,SUP_DC_02,32.988364134154686,60.0,27.011635865845314,pensionable_salary_annual,pensionable_salary_annual,474000.0,0.1,0.05,47400.0,23700.0,71100.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,10906327.050739568,10906327.050739568,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06395,SUP_DC_02,43.61670088980151,60.0,16.383299110198493,pensionable_salary_annual,pensionable_salary_annual,2644000.0,0.1,0.05,264400.0,132200.0,396600.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,18571924.939397424,18571924.939397424,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06399,SUP_DC_01,34.496919917864474,60.0,25.503080082135526,basic_salary_monthly,basic_salary_monthly,532800.0,0.15,0.0,79920.0,0.0,79920.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9655118.937796758,9655118.937796758,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06402,SUP_DC_01,40.878850102669404,60.0,19.121149897330596,basic_salary_monthly,basic_salary_monthly,1634400.0,0.15,0.0,245160.0,0.0,245160.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,15016320.990590429,15016320.990590429,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06403,SUP_DC_01,33.79876796714579,60.0,26.201232032854207,basic_salary_monthly,basic_salary_monthly,334800.0,0.15,0.0,50220.0,0.0,50220.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,6496153.074570274,6496153.074570274,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06406,SUP_DC_01,52.205338809034906,60.0,7.794661190965094,basic_salary_monthly,basic_salary_monthly,1003200.0,0.15,0.0,150480.0,0.0,150480.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,1875981.67952806,1875981.67952806,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06407,SUP_DC_01,22.379192334017795,60.0,37.620807665982205,basic_salary_monthly,basic_salary_monthly,409200.0,0.15,0.0,61380.0,0.0,61380.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,22889926.80628656,22889926.80628656,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06413,SUP_DC_02,48.43805612594114,60.0,11.561943874058862,pensionable_salary_annual,pensionable_salary_annual,941000.0,0.1,0.05,94100.0,47050.0,141150.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,3413055.3799769236,3413055.3799769236,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06415,SUP_DC_02,33.40177960301163,60.0,26.598220396988367,pensionable_salary_annual,pensionable_salary_annual,614000.0,0.1,0.05,61400.0,30700.0,92100.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,13544244.991558688,13544244.991558688,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06416,SUP_DC_02,31.537303216974674,60.0,28.462696783025326,pensionable_salary_annual,pensionable_salary_annual,289000.0,0.1,0.05,28900.0,14450.0,43350.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,7682675.751304149,7682675.751304149,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06420,SUP_DC_01,34.90485968514716,60.0,25.09514031485284,basic_salary_monthly,basic_salary_monthly,236400.0,0.15,0.0,35460.0,0.0,35460.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,4110269.34616395,4110269.34616395,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06425,SUP_DC_01,32.59958932238193,60.0,27.40041067761807,basic_salary_monthly,basic_salary_monthly,570000.0,0.15,0.0,85500.0,0.0,85500.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,12428911.048848126,12428911.048848126,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06427,SUP_DC_02,20.10130047912389,60.0,39.89869952087611,pensionable_salary_annual,pensionable_salary_annual,478000.0,0.1,0.05,47800.0,23900.0,71700.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,37191989.266835034,37191989.266835034,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06435,SUP_DC_01,33.57700205338809,60.0,26.422997946611908,basic_salary_monthly,basic_salary_monthly,853200.0,0.15,0.0,127980.0,0.0,127980.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,16941499.852953278,16941499.852953278,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06438,SUP_DC_01,40.73100616016427,60.0,19.26899383983573,basic_salary_monthly,basic_salary_monthly,1552800.0,0.15,0.0,232920.0,0.0,232920.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,14522127.628764505,14522127.628764505,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06439,SUP_DC_02,37.86173853524983,60.0,22.138261464750173,pensionable_salary_annual,pensionable_salary_annual,1860000.0,0.1,0.05,186000.0,93000.0,279000.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,25577708.709287766,25577708.709287766,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06441,SUP_DC_02,40.57221081451061,60.0,19.427789185489388,pensionable_salary_annual,pensionable_salary_annual,820000.0,0.1,0.05,82000.0,41000.0,123000.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,8329367.804566441,8329367.804566441,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06442,SUP_DC_01,46.96235455167693,60.0,13.037645448323069,basic_salary_monthly,basic_salary_monthly,1162800.0,0.15,0.0,174420.0,0.0,174420.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,5021759.929119064,5021759.929119064,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06446,SUP_DC_01,55.51813826146475,60.0,4.481861738535251,basic_salary_monthly,basic_salary_monthly,1393200.0,0.15,0.0,208980.0,0.0,208980.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,1213101.8402734287,1213101.8402734287,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06447,SUP_DC_01,47.92881587953457,60.0,12.071184120465432,basic_salary_monthly,basic_salary_monthly,2307600.0,0.15,0.0,346140.0,0.0,346140.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,8672048.417360943,8672048.417360943,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06448,SUP_DC_02,31.86858316221766,60.0,28.13141683778234,pensionable_salary_annual,pensionable_salary_annual,913000.0,0.1,0.05,91300.0,45650.0,136950.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,23480002.63859051,23480002.63859051,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06450,SUP_DC_01,37.686516084873375,60.0,22.313483915126625,basic_salary_monthly,basic_salary_monthly,811200.0,0.15,0.0,121680.0,0.0,121680.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,10557359.54332368,10557359.54332368,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06454,SUP_DC_01,47.78918548939083,60.0,12.210814510609168,basic_salary_monthly,basic_salary_monthly,420000.0,0.15,0.0,63000.0,0.0,63000.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,1614071.729160613,1614071.729160613,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06455,SUP_DC_02,31.633127994524298,60.0,28.366872005475702,pensionable_salary_annual,pensionable_salary_annual,593000.0,0.1,0.05,59300.0,29650.0,88950.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,15621924.515366465,15621924.515366465,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06458,SUP_DC_02,46.68583162217659,60.0,13.314168377823407,pensionable_salary_annual,pensionable_salary_annual,510000.0,0.1,0.05,51000.0,25500.0,76500.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,2385441.1326228417,2385441.1326228417,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06462,SUP_DC_01,30.67488021902806,60.0,29.32511978097194,basic_salary_monthly,basic_salary_monthly,464400.0,0.15,0.0,69660.0,0.0,69660.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,12186335.574570023,12186335.574570023,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06465,SUP_DC_02,29.305954825462013,60.0,30.694045174537987,pensionable_salary_annual,pensionable_salary_annual,446000.0,0.1,0.05,44600.0,22300.0,66900.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,14772202.909739584,14772202.909739584,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06471,SUP_DC_01,35.969883641341546,60.0,24.030116358658454,basic_salary_monthly,basic_salary_monthly,918000.0,0.15,0.0,137700.0,0.0,137700.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,14310639.090782303,14310639.090782303,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06472,SUP_DC_01,35.17316906228611,60.0,24.826830937713893,basic_salary_monthly,basic_salary_monthly,991200.0,0.15,0.0,148680.0,0.0,148680.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,16726612.599617368,16726612.599617368,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06475,SUP_DC_02,45.18822724161533,60.0,14.81177275838467,pensionable_salary_annual,pensionable_salary_annual,1574000.0,0.1,0.05,157400.0,78700.0,236100.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,9024165.429631798,9024165.429631798,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06479,SUP_DC_02,30.95687885010267,60.0,29.04312114989733,pensionable_salary_annual,pensionable_salary_annual,656000.0,0.1,0.05,65600.0,32800.0,98400.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,18474463.45748225,18474463.45748225,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06480,SUP_DC_02,40.62696783025325,60.0,19.37303216974675,pensionable_salary_annual,pensionable_salary_annual,990000.0,0.1,0.05,99000.0,49500.0,148500.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,9976828.61895839,9976828.61895839,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06481,SUP_DC_01,35.05270362765229,60.0,24.947296372347708,basic_salary_monthly,basic_salary_monthly,800400.0,0.15,0.0,120060.0,0.0,120060.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,13699382.06285619,13699382.06285619,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06482,SUP_DC_01,58.04243668720055,60.0,1.9575633127994507,basic_salary_monthly,basic_salary_monthly,766800.0,0.15,0.0,115020.0,0.0,115020.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,248423.57896049146,248423.57896049146,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06485,SUP_DC_01,39.950718685831625,60.0,20.049281314168375,basic_salary_monthly,basic_salary_monthly,686400.0,0.15,0.0,102960.0,0.0,102960.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,6994149.448957028,6994149.448957028,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06486,SUP_DC_02,42.18754277891855,60.0,17.812457221081452,pensionable_salary_annual,pensionable_salary_annual,683000.0,0.1,0.05,68300.0,34150.0,102450.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,5715321.857686409,5715321.857686409,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06487,SUP_DC_02,23.23340177960301,60.0,36.766598220396986,pensionable_salary_annual,pensionable_salary_annual,516000.0,0.1,0.05,51600.0,25800.0,77400.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,30280175.38709157,30280175.38709157,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06489,SUP_DC_01,31.537303216974674,60.0,28.462696783025326,basic_salary_monthly,basic_salary_monthly,988800.0,0.15,0.0,148320.0,0.0,148320.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,23917272.75171197,23917272.75171197,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06491,SUP_DC_01,38.299794661190965,60.0,21.700205338809035,basic_salary_monthly,basic_salary_monthly,622800.0,0.15,0.0,93420.0,0.0,93420.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,7603569.215673035,7603569.215673035,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06493,SUP_DC_01,27.509924709103355,60.0,32.49007529089664,basic_salary_monthly,basic_salary_monthly,1136400.0,0.15,0.0,170460.0,0.0,170460.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,40088389.19118776,40088389.19118776,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06496,SUP_DC_01,31.45516769336071,60.0,28.54483230663929,basic_salary_monthly,basic_salary_monthly,391200.0,0.15,0.0,58680.0,0.0,58680.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9537863.041487707,9537863.041487707,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06497,SUP_DC_01,27.312799452429843,60.0,32.68720054757016,basic_salary_monthly,basic_salary_monthly,769200.0,0.15,0.0,115380.0,0.0,115380.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,27677929.800243124,27677929.800243124,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06498,SUP_DC_01,57.07597535934291,60.0,2.9240246406570876,basic_salary_monthly,basic_salary_monthly,1825200.0,0.15,0.0,273780.0,0.0,273780.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,954515.9072293559,954515.9072293559,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06500,SUP_DC_01,43.46611909650924,60.0,16.53388090349076,basic_salary_monthly,basic_salary_monthly,1651200.0,0.15,0.0,247680.0,0.0,247680.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,11202172.894704694,11202172.894704694,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06502,SUP_DC_02,40.5201916495551,60.0,19.4798083504449,pensionable_salary_annual,pensionable_salary_annual,1111000.0,0.1,0.05,111100.0,55550.0,166650.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,11321052.079831637,11321052.079831637,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06504,SUP_DC_01,46.13552361396304,60.0,13.864476386036962,basic_salary_monthly,basic_salary_monthly,902400.0,0.15,0.0,135360.0,0.0,135360.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,4361536.835775092,4361536.835775092,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06507,SUP_DC_01,42.05612594113621,60.0,17.94387405886379,basic_salary_monthly,basic_salary_monthly,2764800.0,0.15,0.0,414720.0,0.0,414720.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,22197044.944904473,22197044.944904473,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06508,SUP_DC_02,36.53114305270363,60.0,23.468856947296374,pensionable_salary_annual,pensionable_salary_annual,1950000.0,0.1,0.05,195000.0,97500.0,292500.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,30976147.674615633,30976147.674615633,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06511,SUP_DC_01,29.32785763175907,60.0,30.67214236824093,basic_salary_monthly,basic_salary_monthly,606000.0,0.15,0.0,90900.0,0.0,90900.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,18102881.74996794,18102881.74996794,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06513,SUP_DC_02,29.637234770704996,60.0,30.362765229295004,pensionable_salary_annual,pensionable_salary_annual,450000.0,0.1,0.05,45000.0,22500.0,67500.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,14431531.004178897,14431531.004178897,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06516,SUP_DC_01,33.93839835728953,60.0,26.06160164271047,basic_salary_monthly,basic_salary_monthly,997200.0,0.15,0.0,149580.0,0.0,149580.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,19061393.513267383,19061393.513267383,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06522,SUP_DC_01,37.75770020533881,60.0,22.242299794661193,basic_salary_monthly,basic_salary_monthly,990000.0,0.15,0.0,148500.0,0.0,148500.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,12780162.808197686,12780162.808197686,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06526,SUP_DC_02,40.75290896646133,60.0,19.247091033538673,pensionable_salary_annual,pensionable_salary_annual,1068000.0,0.1,0.05,106800.0,53400.0,160200.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,10582505.9778595,10582505.9778595,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06528,SUP_DC_02,19.890485968514717,60.0,40.10951403148528,pensionable_salary_annual,pensionable_salary_annual,414000.0,0.1,0.05,41400.0,20700.0,62100.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,32862176.214216135,32862176.214216135,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06529,SUP_DC_02,37.63175906913073,60.0,22.36824093086927,pensionable_salary_annual,pensionable_salary_annual,1147000.0,0.1,0.05,114700.0,57350.0,172050.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,16190389.085196292,16190389.085196292,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06531,SUP_DC_02,30.428473648186174,60.0,29.571526351813826,pensionable_salary_annual,pensionable_salary_annual,655000.0,0.1,0.05,65500.0,32750.0,98250.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,19411555.616834715,19411555.616834715,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06534,SUP_DC_01,36.9719370294319,60.0,23.0280629705681,basic_salary_monthly,basic_salary_monthly,691200.0,0.15,0.0,103680.0,0.0,103680.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9713844.547257155,9713844.547257155,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06535,SUP_DC_02,35.64955509924709,60.0,24.350444900752912,pensionable_salary_annual,pensionable_salary_annual,940000.0,0.1,0.05,94000.0,47000.0,141000.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,16424248.227439385,16424248.227439385,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06536,SUP_DC_02,34.59822039698837,60.0,25.401779603011633,pensionable_salary_annual,pensionable_salary_annual,1423000.0,0.1,0.05,142300.0,71150.0,213450.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,27692057.999648944,27692057.999648944,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06537,SUP_DC_01,36.27378507871321,60.0,23.72621492128679,basic_salary_monthly,basic_salary_monthly,1071600.0,0.15,0.0,160740.0,0.0,160740.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,16169536.880073177,16169536.880073177,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06540,SUP_DC_01,43.52908966461328,60.0,16.47091033538672,basic_salary_monthly,basic_salary_monthly,2205600.0,0.15,0.0,330840.0,0.0,330840.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,14830112.500164013,14830112.500164013,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06546,SUP_DC_01,36.54757015742642,60.0,23.45242984257358,basic_salary_monthly,basic_salary_monthly,603600.0,0.15,0.0,90540.0,0.0,90540.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,8862775.246088287,8862775.246088287,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06548,SUP_DC_02,20.34223134839151,60.0,39.65776865160849,pensionable_salary_annual,pensionable_salary_annual,401000.0,0.1,0.05,40100.0,20050.0,60150.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,30526613.367391497,30526613.367391497,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06549,SUP_DC_02,53.80698151950719,60.0,6.19301848049281,pensionable_salary_annual,pensionable_salary_annual,1909000.0,0.1,0.05,190900.0,95450.0,286350.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,2629495.9361870354,2629495.9361870354,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06555,SUP_DC_01,39.87405886379192,60.0,20.125941136208077,basic_salary_monthly,basic_salary_monthly,1070400.0,0.15,0.0,160560.0,0.0,160560.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,11003889.23428071,11003889.23428071,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06557,SUP_DC_01,42.1409993155373,60.0,17.8590006844627,basic_salary_monthly,basic_salary_monthly,926400.0,0.15,0.0,138960.0,0.0,138960.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,7364756.446458238,7364756.446458238,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06558,SUP_DC_02,32.34496919917864,60.0,27.655030800821358,pensionable_salary_annual,pensionable_salary_annual,646000.0,0.1,0.05,64600.0,32300.0,96900.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,15823650.338947179,15823650.338947179,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06560,SUP_DC_01,54.75154004106776,60.0,5.248459958932237,basic_salary_monthly,basic_salary_monthly,3060000.0,0.15,0.0,459000.0,0.0,459000.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,3265935.8661483945,3265935.8661483945,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06563,SUP_DC_01,41.67830253251198,60.0,18.321697467488022,basic_salary_monthly,basic_salary_monthly,1496400.0,0.15,0.0,224460.0,0.0,224460.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,12521434.003264595,12521434.003264595,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06569,SUP_DC_01,26.573579739904176,60.0,33.426420260095824,basic_salary_monthly,basic_salary_monthly,385200.0,0.15,0.0,57780.0,0.0,57780.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,14833263.14034239,14833263.14034239,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E06571,SUP_DC_01,34.98425735797399,60.0,25.015742642026012,basic_salary_monthly,basic_salary_monthly,540000.0,0.15,0.0,81000.0,0.0,81000.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9312457.367529903,9312457.367529903,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
