employee_id,plan_id,product_type,attained_age_years,model_input_quality_status,mortality_A,mortality_B,mortality_c,mortality_intensity_at_age,q_death_standalone_1y,decrement_engine_version
E08975,GRAT_STD_01,Gratuity,31.915126625598905,Observed_or_Validated,0.0002,1e-05,1.1,0.0004094367009262838,0.00041965413629855544,P06-C01
E08977,GRAT_STD_01,Gratuity,37.42915811088296,Observed_or_Validated,0.0002,1e-05,1.1,0.0005542365401358772,0.0005715036863483774,P06-C01
E08978,GRAT_STD_01,Gratuity,36.41615331964408,Observed_or_Validated,0.0002,1e-05,1.1,0.0005216343089493712,0.000537316198454523,P06-C01
E08980,GRAT_STD_01,Gratuity,24.503764544832308,Observed_or_Validated,0.0002,1e-05,1.1,0.0003033419402045797,0.0003083794114397772,P06-C01
E08988,GRAT_STD_01,Gratuity,43.57563312799452,Observed_or_Validated,0.0002,1e-05,1.1,0.0008363740513488594,0.0008673110575311362,P06-C01
E08989,GRAT_STD_01,Gratuity,52.37234770704997,Observed_or_Validated,0.0002,1e-05,1.1,0.001671743409252213,0.001742641655948495,P06-C01
E08990,GRAT_STD_01,Gratuity,35.559206023271734,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0004964087496642377,0.0005108632645928619,P06-C01
E08991,GRAT_STD_01,Gratuity,26.94866529774127,Observed_or_Validated,0.0002,1e-05,1.1,0.0003304600732716256,0.00033682273699221603,P06-C01
E08993,GRAT_STD_01,Gratuity,44.34496919917864,Observed_or_Validated,0.0002,1e-05,1.1,0.000884789903354116,0.0009180639066697541,P06-C01
E08994,GRAT_STD_01,Gratuity,37.4154688569473,Observed_or_Validated,0.0002,1e-05,1.1,0.0005537746601548338,0.0005710193559990587,P06-C01
E08995,GRAT_STD_01,Gratuity,24.451745379876797,Observed_or_Validated,0.0002,1e-05,1.1,0.000302830843460218,0.0003078433309595054,P06-C01
E08997,GRAT_STD_01,Gratuity,34.12183436002738,Observed_or_Validated,0.0002,1e-05,1.1,0.000458460599112164,0.0004710673903234276,P06-C01
E08998,GRAT_STD_01,Gratuity,52.33401779603012,Observed_or_Validated,0.0002,1e-05,1.1,0.001666376600095391,0.0017370205650783785,P06-C01
E08999,GRAT_STD_01,Gratuity,40.380561259411365,Observed_or_Validated,0.0002,1e-05,1.1,0.0006693100545916398,0.0006921632079827389,P06-C01
E09002,GRAT_STD_01,Gratuity,28.484599589322382,Observed_or_Validated,0.0002,1e-05,1.1,0.00035102681464903437,0.00035839398179271075,P06-C01
E09003,GRAT_STD_01,Gratuity,48.40520191649555,Observed_or_Validated,0.0002,1e-05,1.1,0.0012083731726877586,0.001257200111607312,P06-C01
E09004,GRAT_STD_01,Gratuity,39.72073921971253,Observed_or_Validated,0.0002,1e-05,1.1,0.0006407050760724769,0.0006621710201335992,P06-C01
E09005,GRAT_STD_01,Gratuity,36.39151266255989,Observed_or_Validated,0.0002,1e-05,1.1,0.000520879835309088,0.0005365250253087135,P06-C01
E09006,GRAT_STD_01,Gratuity,40.25462012320329,Observed_or_Validated,0.0002,1e-05,1.1,0.0006637103793422993,0.0006862920452067049,P06-C01
E09007,GRAT_STD_01,Gratuity,35.48254620123203,Observed_or_Validated,0.0002,1e-05,1.1,0.0004942509431340689,0.0005086004353422181,P06-C01
E09008,GRAT_STD_01,Gratuity,38.99520876112252,Observed_or_Validated,0.0002,1e-05,1.1,0.0006112599315788637,0.000631296981940013,P06-C01
E09010,GRAT_STD_01,Gratuity,35.2498288843258,Observed_or_Validated,0.0002,1e-05,1.1,0.0004877962090017894,0.000501831511906431,P06-C01
E09012,GRAT_STD_01,Gratuity,34.66392881587954,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.00047216551197956126,0.00048543978839414126,P06-C01
E09013,GRAT_STD_01,Gratuity,42.53798767967146,Observed_or_Validated,0.0002,1e-05,1.1,0.0007764498510330776,0.0008044907903523612,P06-C01
E09014,GRAT_STD_01,Gratuity,46.672142368240934,Observed_or_Validated,0.0002,1e-05,1.1,0.0010548409036023898,0.0010963027134971873,P06-C01
E09015,GRAT_STD_01,Gratuity,22.926762491444215,Observed_or_Validated,0.0002,1e-05,1.1,0.00028892016532810057,0.00029325255237243173,P06-C01
E09018,GRAT_STD_01,Gratuity,43.76728268309377,Observed_or_Validated,0.0002,1e-05,1.1,0.0008481049707080532,0.0008796084562949797,P06-C01
E09019,GRAT_STD_01,Gratuity,38.496919917864474,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0005921849156961226,0.0006112957977194624,P06-C01
E09020,GRAT_STD_01,Gratuity,38.95687885010267,Observed_or_Validated,0.0002,1e-05,1.1,0.0006097602451846486,0.0006297244942698432,P06-C01
E09021,GRAT_STD_01,Gratuity,34.784394250513344,Observed_or_Validated,0.0002,1e-05,1.1,0.0004753084108866252,0.0004887357301769856,P06-C01
E09022,GRAT_STD_01,Gratuity,30.61738535249829,Observed_or_Validated,0.0002,1e-05,1.1,0.0003850699008375413,0.000394098748762318,P06-C01
E09023,GRAT_STD_01,Gratuity,42.39835728952772,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0007688291637936215,0.0007965015210799609,P06-C01
E09024,GRAT_STD_01,Gratuity,32.97741273100616,Observed_or_Validated,0.0002,1e-05,1.1,0.000431752091650921,0.0004430574756858702,P06-C01
E09026,GRAT_STD_01,Gratuity,34.06160164271047,Observed_or_Validated,0.0002,1e-05,1.1,0.00045698108166417897,0.00046951580197641295,P06-C01
E09027,GRAT_STD_01,Gratuity,37.51403148528405,Observed_or_Validated,0.0002,1e-05,1.1,0.0005571136859201938,0.0005745206748281372,P06-C01
E09028,GRAT_STD_01,Gratuity,20.309377138945926,Observed_or_Validated,0.0002,1e-05,1.1,0.00026928825974679283,0.0002726604701358912,P06-C01
E09030,GRAT_STD_01,Gratuity,40.24366872005476,Observed_or_Validated,0.0002,1e-05,1.1,0.000663226620141384,0.0006857848304217772,P06-C01
E09031,GRAT_STD_01,Gratuity,42.39835728952772,Observed_or_Validated,0.0002,1e-05,1.1,0.0007688291637936215,0.0007965015210799609,P06-C01
E09033,GRAT_STD_01,Gratuity,21.357973990417523,Observed_or_Validated,0.0002,1e-05,1.1,0.0002765709249062396,0.0002802993725738765,P06-C01
E09034,GRAT_STD_01,Gratuity,39.70704996577687,Observed_or_Validated,0.0002,1e-05,1.1,0.0006401304519749627,0.0006615685201987827,P06-C01
E09035,GRAT_STD_01,Gratuity,40.720054757015745,Observed_or_Validated,0.0002,1e-05,1.1,0.0006847439597639215,0.0007083452124092672,P06-C01
E09036,GRAT_STD_01,Gratuity,37.21286789869952,Observed_or_Validated,0.0002,1e-05,1.1,0.0005470088290091898,0.0005639246345959534,P06-C01
E09037,GRAT_STD_01,Gratuity,44.18343600273785,Observed_or_Validated,0.0002,1e-05,1.1,0.0008743277864845155,0.0009070970095685741,P06-C01
E09041,GRAT_STD_01,Gratuity,40.35044490075291,Observed_or_Validated,0.0002,1e-05,1.1,0.0006679648806095501,0.0006907528194455233,P06-C01
E09042,GRAT_STD_01,Gratuity,45.25119780971937,Observed_or_Validated,0.0002,1e-05,1.1,0.0009465666472254429,0.0009828188245637505,P06-C01
E09043,GRAT_STD_01,Gratuity,48.20807665982204,Observed_or_Validated,0.0002,1e-05,1.1,0.0011896046772407456,0.001237532659196073,P06-C01
E09044,GRAT_STD_01,Gratuity,33.01026694045174,Observed_or_Validated,0.0002,1e-05,1.1,0.00043247892377243336,0.0004438197340485991,P06-C01
E09045,GRAT_STD_01,Gratuity,49.25941136208077,Observed_or_Validated,0.0002,1e-05,1.1,0.0012939042397933397,0.0013468229669909503,P06-C01
E09046,GRAT_STD_01,Gratuity,33.987679671457904,Observed_or_Validated,0.0002,1e-05,1.1,0.0004551768804739091,0.0004676237104916841,P06-C01
E09048,GRAT_STD_01,Gratuity,33.478439425051334,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0004430874303148186,0.00045494523951611,P06-C01
E09049,GRAT_STD_01,Gratuity,34.20396988364134,Observed_or_Validated,0.0002,1e-05,1.1,0.0004604918598752713,0.00047319759482316475,P06-C01
E09050,GRAT_STD_01,Gratuity,31.159479808350444,Observed_or_Validated,0.0002,1e-05,1.1,0.00039488326068453153,0.00040439087278731456,P06-C01
E09053,GRAT_STD_01,Gratuity,49.782340862423,Observed_or_Validated,0.0002,1e-05,1.1,0.0013498065061416827,0.0014053952399940256,P06-C01
E09055,GRAT_STD_01,Gratuity,46.34360027378508,Observed_or_Validated,0.0002,1e-05,1.1,0.001028487681126449,0.001068682688692567,P06-C01
E09056,GRAT_STD_01,Gratuity,29.686516084873375,Observed_or_Validated,0.0002,1e-05,1.1,0.0003693575700368843,0.00037761964014533593,P06-C01
E09059,GRAT_STD_01,Gratuity,58.82546201232033,Observed_or_Validated,0.0002,1e-05,1.1,0.0029223491767349785,0.0030516389881636167,P06-C01
E09060,GRAT_STD_01,Gratuity,30.5160848733744,Observed_or_Validated,0.0002,1e-05,1.1,0.00038329165533899023,0.0003922337366973962,P06-C01
E09061,GRAT_STD_01,Gratuity,36.62696783025325,Observed_or_Validated,0.0002,1e-05,1.1,0.0005281621948262944,0.0005441615910542414,P06-C01
E09062,GRAT_STD_01,Gratuity,45.05681040383299,Observed_or_Validated,0.0002,1e-05,1.1,0.0009328622764538438,0.0009684541467136681,P06-C01
E09063,GRAT_STD_01,Gratuity,42.718685831622174,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0007864636689264788,0.0008149888392772553,P06-C01
E09066,GRAT_STD_01,Gratuity,41.48665297741273,Observed_or_Validated,0.0002,1e-05,1.1,0.0007214875745292251,0.0007468687782287849,P06-C01
E09067,GRAT_STD_01,Gratuity,61.021218343600275,Review,0.0002,1e-05,1.1,0.003556078254826491,0.003714301853130616,P06-C01
E09068,GRAT_STD_01,Gratuity,46.79808350444901,Observed_or_Validated,0.0002,1e-05,1.1,0.0010651637940600404,0.001107121618282296,P06-C01
E09071,GRAT_STD_01,Gratuity,34.06981519507187,Observed_or_Validated,0.0002,1e-05,1.1,0.00045718233425192897,0.0004697268582094985,P06-C01
E09072,GRAT_STD_01,Gratuity,24.410677618069816,Observed_or_Validated,0.0002,1e-05,1.1,0.0003024291321623514,0.0003074219827686014,P06-C01
E09073,GRAT_STD_01,Gratuity,33.39082819986311,Observed_or_Validated,0.0002,1e-05,1.1,0.00044106604281790926,0.00045282535051475016,P06-C01
E09074,GRAT_STD_01,Gratuity,32.09582477754962,Observed_or_Validated,0.0002,1e-05,1.1,0.00041307493759077773,0.0004234697863474501,P06-C01
E09076,GRAT_STD_01,Gratuity,20.265571526351813,Observed_or_Validated,0.0002,1e-05,1.1,0.00026899957595564723,0.0002723576639479399,P06-C01
E09078,GRAT_STD_01,Gratuity,38.573579739904176,Observed_or_Validated,0.0002,1e-05,1.1,0.0005950608934690713,0.0006143114413466788,P06-C01
E09079,GRAT_STD_01,Gratuity,34.85557837097878,Observed_or_Validated,0.0002,1e-05,1.1,0.000477182611068719,0.0004907011890141348,P06-C01
E09080,GRAT_STD_01,Gratuity,44.95824777549623,Observed_or_Validated,0.0002,1e-05,1.1,0.0009260099878969533,0.0009612716221900407,P06-C01
E09081,GRAT_STD_01,Gratuity,38.85831622176591,Observed_or_Validated,0.0002,1e-05,1.1,0.0006059289722028632,0.0006257072234611734,P06-C01
E09082,GRAT_STD_01,Gratuity,40.39972621492129,Observed_or_Validated,0.0002,1e-05,1.1,0.0006701680869528637,0.0006930628370450248,P06-C01
E09083,GRAT_STD_01,Gratuity,45.374401095140314,Observed_or_Validated,0.0002,1e-05,1.1,0.0009553848994081154,0.000992061850547737,P06-C01
E09085,GRAT_STD_01,Gratuity,42.80082135523614,Observed_or_Validated,0.0002,1e-05,1.1,0.0007910727298192044,0.0008198207401651999,P06-C01
E09087,GRAT_STD_01,Gratuity,38.19028062970568,Observed_or_Validated,0.0002,1e-05,1.1,0.0005808888524025808,0.0005994510766414787,P06-C01
E09089,GRAT_STD_01,Gratuity,28.99110198494182,Observed_or_Validated,0.0002,1e-05,1.1,0.0003584964563896585,0.0003662283342421205,P06-C01
E09090,GRAT_STD_01,Gratuity,53.752224503764545,Observed_or_Validated,0.0002,1e-05,1.1,0.001878606519160523,0.001959281907610135,P06-C01
E09091,GRAT_STD_01,Gratuity,34.16016427104723,Observed_or_Validated,0.0002,1e-05,1.1,0.0004594065421324649,0.00047205941127033413,P06-C01
E09092,GRAT_STD_01,Gratuity,41.21286789869952,Observed_or_Validated,0.0002,1e-05,1.1,0.000708055626552355,0.0007327863258831774,P06-C01
E09093,GRAT_STD_01,Gratuity,50.08624229979466,Observed_or_Validated,0.0002,1e-05,1.1,0.0013835975520625544,0.0014407985495398597,P06-C01
E09095,GRAT_STD_01,Gratuity,53.55783709787816,Observed_or_Validated,0.0002,1e-05,1.1,0.0018477931333714679,0.001927015143593584,P06-C01
E09096,GRAT_STD_01,Gratuity,33.5605749486653,Observed_or_Validated,0.0002,1e-05,1.1,0.000444997872219307,0.00045694877245261456,P06-C01
E09097,GRAT_STD_01,Gratuity,32.34770704996578,Observed_or_Validated,0.0002,1e-05,1.1,0.00041825211124377356,0.00042889939232655997,P06-C01
E09098,GRAT_STD_01,Gratuity,47.49623545516769,Observed_or_Validated,0.0002,1e-05,1.1,0.0011246911910455682,0.0011695070174075302,P06-C01
E09099,GRAT_STD_01,Gratuity,28.418891170431213,Observed_or_Validated,0.0002,1e-05,1.1,0.000350083937404872,0.0003574050635147454,P06-C01
E09100,GRAT_STD_01,Gratuity,37.65639972621492,Observed_or_Validated,0.0002,1e-05,1.1,0.0005619924378473487,0.0005796365360234433,P06-C01
E09101,GRAT_STD_01,Gratuity,35.53456536618754,Observed_or_Validated,0.0002,1e-05,1.1,0.0004957134488765157,0.0005101341233416286,P06-C01
E09102,GRAT_STD_01,Gratuity,31.537303216974674,Observed_or_Validated,0.0002,1e-05,1.1,0.00040202897609878944,0.0004118851393922539,P06-C01
E09103,GRAT_STD_01,Gratuity,36.550308008213555,Observed_or_Validated,0.0002,1e-05,1.1,0.0005257732284825114,0.0005416564343571031,P06-C01
E09104,GRAT_STD_01,Gratuity,44.72826830937714,Observed_or_Validated,0.0002,1e-05,1.1,0.0009102694377931948,0.0009447722838760388,P06-C01
E09105,GRAT_STD_01,Gratuity,50.64750171115674,Observed_or_Validated,0.0002,1e-05,1.1,0.001448636690770701,0.0015089373513709657,P06-C01
E09106,GRAT_STD_01,Gratuity,42.68583162217659,Observed_or_Validated,0.0002,1e-05,1.1,0.0007846301236495184,0.0008130666388113607,P06-C01
E09107,GRAT_STD_01,Gratuity,27.89869952087611,Observed_or_Validated,0.0002,1e-05,1.1,0.0003428242938785241,0.00034979089622859996,P06-C01
E09108,GRAT_STD_01,Gratuity,32.511978097193705,Observed_or_Validated,0.0002,1e-05,1.1,0.0004216961102210692,0.0004325112999271834,P06-C01
E09112,GRAT_STD_01,Gratuity,28.041067761806982,Observed_or_Validated,0.0002,1e-05,1.1,0.0003447755052895595,0.00035183740049757713,P06-C01
E09113,GRAT_STD_01,Gratuity,27.444216290212182,Observed_or_Validated,0.0002,1e-05,1.1,0.00033676967165795343,0.00034344055295392747,P06-C01
E09114,GRAT_STD_01,Gratuity,42.21492128678987,Observed_or_Validated,0.0002,1e-05,1.1,0.0007589705739570752,0.000786166016077626,P06-C01
E09115,GRAT_STD_01,Gratuity,43.63586584531143,Observed_or_Validated,0.0002,1e-05,1.1,0.0008400378483346855,0.0008711517934376893,P06-C01
E09116,GRAT_STD_01,Gratuity,20.024640657084188,Observed_or_Validated,0.0002,1e-05,1.1,0.0002674331808689067,0.00027071463929195723,P06-C01
E09118,GRAT_STD_01,Gratuity,37.007529089664615,Observed_or_Validated,0.0002,1e-05,1.1,0.0005402835853913869,0.000556872423788102,P06-C01
E09119,GRAT_STD_01,Gratuity,29.57700205338809,Observed_or_Validated,0.0002,1e-05,1.1,0.0003675990427934406,0.00037577527806952434,P06-C01
E09120,GRAT_STD_01,Gratuity,27.67693360711841,Observed_or_Validated,0.0002,1e-05,1.1,0.0003398371612227856,0.0003466578704915386,P06-C01
E09121,GRAT_STD_01,Gratuity,41.9958932238193,Observed_or_Validated,0.0002,1e-05,1.1,0.0007474226795763731,0.0007740593494598681,P06-C01
E09122,GRAT_STD_01,Gratuity,28.10130047912389,Observed_or_Validated,0.0002,1e-05,1.1,0.0003456090214563124,0.00035271162247676443,P06-C01
E09123,GRAT_STD_01,Gratuity,36.96646132785763,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0005389542589351358,0.0005554784623872868,P06-C01
E09124,GRAT_STD_01,Gratuity,44.09856262833676,Observed_or_Validated,0.0002,1e-05,1.1,0.0008688949525590047,0.0009014020026981164,P06-C01
E09126,GRAT_STD_01,Gratuity,42.5927446954141,Observed_or_Validated,0.0002,1e-05,1.1,0.0007794661497823759,0.0008076529577115014,P06-C01
E09127,GRAT_STD_01,Gratuity,35.0362765229295,Observed_or_Validated,0.0002,1e-05,1.1,0.00048199769808016546,0.0004957507147787934,P06-C01
E09130,GRAT_STD_01,Gratuity,38.078028747433265,Observed_or_Validated,0.0002,1e-05,1.1,0.0005768355402477256,0.000595200858024158,P06-C01
E09132,GRAT_STD_01,Gratuity,48.75290896646133,Observed_or_Validated,0.0002,1e-05,1.1,0.001242350577611027,0.0012928039513325556,P06-C01
E09134,GRAT_STD_01,Gratuity,31.482546201232033,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0004009773534144313,0.0004107822245528471,P06-C01
E09136,GRAT_STD_01,Gratuity,47.214236824093085,Observed_or_Validated,0.0002,1e-05,1.1,0.0011001689734884833,0.0011438079223057209,P06-C01
E09137,GRAT_STD_01,Gratuity,29.385352498288842,Observed_or_Validated,0.0002,1e-05,1.1,0.0003645654433850917,0.00037259359874746117,P06-C01
E09139,GRAT_STD_01,Gratuity,26.98425735797399,Observed_or_Validated,0.0002,1e-05,1.1,0.00033090338259825507,0.0003372877029673265,P06-C01
E09143,GRAT_STD_01,Gratuity,41.1170431211499,Observed_or_Validated,0.0002,1e-05,1.1,0.0007034366403921427,0.000727943598040225,P06-C01
E09144,GRAT_STD_01,Gratuity,31.200547570157426,Observed_or_Validated,0.0002,1e-05,1.1,0.0003956475628506181,0.00040519245849883896,P06-C01
E09148,GRAT_STD_01,Gratuity,19.89322381930185,Observed_or_Validated,0.0002,1e-05,1.1,0.00026659382343966094,0.0002698342185707724,P06-C01
E09149,GRAT_STD_01,Gratuity,56.47638603696099,Observed_or_Validated,0.0002,1e-05,1.1,0.0023762524151880633,0.0024802558758548164,P06-C01
E09150,GRAT_STD_01,Gratuity,29.166324435318277,Observed_or_Validated,0.0002,1e-05,1.1,0.00036116565018046696,0.0003690278384773231,P06-C01
E09152,GRAT_STD_01,Gratuity,39.19507186858316,Observed_or_Validated,0.0002,1e-05,1.1,0.0006191691091270822,0.0006395900643040944,P06-C01
E09153,GRAT_STD_01,Gratuity,46.20396988364134,Observed_or_Validated,0.0002,1e-05,1.1,0.0010175350449373826,0.0010572033334093026,P06-C01
E09155,GRAT_STD_01,Gratuity,32.988364134154686,Observed_or_Validated,0.0002,1e-05,1.1,0.0004319941161844704,0.0004433112967074565,P06-C01
E09157,GRAT_STD_01,Gratuity,41.45927446954141,Observed_or_Validated,0.0002,1e-05,1.1,0.0007201285524345652,0.0007454439482111897,P06-C01
E09158,GRAT_STD_01,Gratuity,30.21492128678987,Observed_or_Validated,0.0002,1e-05,1.1,0.0003781052510559703,0.00038679425046769203,P06-C01
E09159,GRAT_STD_01,Gratuity,37.4072553045859,Observed_or_Validated,0.0002,1e-05,1.1,0.0005534978212885733,0.0005707290608525592,P06-C01
E09160,GRAT_STD_01,Gratuity,34.13826146475017,Observed_or_Validated,0.0002,1e-05,1.1,0.00045886558014781567,0.0004714920985519963,P06-C01
E09161,GRAT_STD_01,Gratuity,30.69678302532512,Observed_or_Validated,0.0002,1e-05,1.1,0.00038647571246842725,0.0003955731521983405,P06-C01
E09163,GRAT_STD_01,Gratuity,38.691307323750856,Observed_or_Validated,0.0002,1e-05,1.1,0.0005995186913159221,0.0006189857048527467,P06-C01
E09164,GRAT_STD_01,Gratuity,26.017796030116358,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0003193840862081154,0.00032520559307589174,P06-C01
E09165,GRAT_STD_01,Gratuity,44.375085557837096,Observed_or_Validated,0.0002,1e-05,1.1,0.0008867583450029632,0.0009201273089913219,P06-C01
E09166,GRAT_STD_01,Gratuity,28.947296372347708,Observed_or_Validated,0.0002,1e-05,1.1,0.0003578360940413917,0.00036553573169441404,P06-C01
E09167,GRAT_STD_01,Gratuity,42.15195071868583,Observed_or_Validated,0.0002,1e-05,1.1,0.0007556258272300439,0.0007826594409436972,P06-C01
E09168,GRAT_STD_01,Gratuity,25.6290212183436,Observed_or_Validated,0.0002,1e-05,1.1,0.0003150413597291248,0.00032065065036212186,P06-C01
E09169,GRAT_STD_01,Gratuity,39.03901437371663,Observed_or_Validated,0.0002,1e-05,1.1,0.0006129805809386627,0.0006331011560276135,P06-C01
E09171,GRAT_STD_01,Gratuity,35.403148528405204,Observed_or_Validated,0.0002,1e-05,1.1,0.0004920326306644113,0.0005062741499236669,P06-C01
E09172,GRAT_STD_01,Gratuity,38.81998631074607,Observed_or_Validated,0.0002,1e-05,1.1,0.0006044487255026967,0.0006241551105064969,P06-C01
E09175,GRAT_STD_01,Gratuity,31.978097193702943,Observed_or_Validated,0.0002,1e-05,1.1,0.0004106974643494596,0.0004209763806880412,P06-C01
E09176,GRAT_STD_01,Gratuity,30.847364818617386,Observed_or_Validated,0.0002,1e-05,1.1,0.00038917130502562244,0.0003984002609587203,P06-C01
E09177,GRAT_STD_01,Gratuity,45.034907597535934,Observed_or_Validated,0.0002,1e-05,1.1,0.0009313339779449242,0.0009668521985805799,P06-C01
E09179,GRAT_STD_01,Gratuity,20.314852840520192,Observed_or_Validated,0.0002,1e-05,1.1,0.00026932443004135,0.00027269840987300607,P06-C01
E09180,GRAT_STD_01,Gratuity,38.234086242299796,Observed_or_Validated,0.0002,1e-05,1.1,0.0005824824337600571,0.0006011220678779394,P06-C01
E09183,GRAT_STD_01,Gratuity,31.54277891854894,Observed_or_Validated,0.0002,1e-05,1.1,0.0004021344405396815,0.0004119957477197589,P06-C01
E09184,GRAT_STD_01,Gratuity,27.397672826830938,Observed_or_Validated,0.0002,1e-05,1.1,0.00033616429612196214,0.00034280560732806133,P06-C01
E09185,GRAT_STD_01,Gratuity,50.81998631074607,Observed_or_Validated,0.0002,1e-05,1.1,0.0014693333570463072,0.0015306194130051284,P06-C01
E09186,GRAT_STD_01,Gratuity,38.54620123203286,Observed_or_Validated,0.0002,1e-05,1.1,0.0005940313454813839,0.0006132318965568011,P06-C01
E09189,GRAT_STD_01,Gratuity,20.136892539356605,Observed_or_Validated,0.0002,1e-05,1.1,0.00026815850452462347,0.0002714754468211821,P06-C01
E09190,GRAT_STD_01,Gratuity,43.57015742642026,Observed_or_Validated,0.0002,1e-05,1.1,0.0008360420206798427,0.0008669629910878545,P06-C01
E09191,GRAT_STD_01,Gratuity,30.26420260095825,Observed_or_Validated,0.0002,1e-05,1.1,0.0003789437811148774,0.00038767370044176584,P06-C01
E09192,GRAT_STD_01,Gratuity,44.903490759753595,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0009222308835967383,0.0009573103674245607,P06-C01
E09193,GRAT_STD_01,Gratuity,43.46885694729637,Observed_or_Validated,0.0002,1e-05,1.1,0.0008299306062626702,0.000860556397756231,P06-C01
E09194,GRAT_STD_01,Gratuity,35.0362765229295,Observed_or_Validated,0.0002,1e-05,1.1,0.00048199769808016546,0.0004957507147787934,P06-C01
E09195,GRAT_STD_01,Gratuity,37.62628336755647,Observed_or_Validated,0.0002,1e-05,1.1,0.000560954866194363,0.0005785485401712556,P06-C01
E09198,GRAT_STD_01,Gratuity,33.51403148528405,Observed_or_Validated,0.0002,1e-05,1.1,0.0004439134525785081,0.0004558115122612749,P06-C01
E09199,GRAT_STD_01,Gratuity,44.101300479123886,Observed_or_Validated,0.0002,1e-05,1.1,0.0008690695201616645,0.0009015849949361532,P06-C01
E09200,GRAT_STD_01,Gratuity,35.42505133470226,Observed_or_Validated,0.0002,1e-05,1.1,0.0004926429031903159,0.0005069141270663734,P06-C01
E09201,GRAT_STD_01,Gratuity,31.085557837097877,Observed_or_Validated,0.0002,1e-05,1.1,0.0003935150330756596,0.00040295589984464734,P06-C01
E09202,GRAT_STD_01,Gratuity,26.012320328542096,Observed_or_Validated,0.0002,1e-05,1.1,0.0003193217970906858,0.0003251402602197132,P06-C01
E09203,GRAT_STD_01,Gratuity,20.18343600273785,Observed_or_Validated,0.0002,1e-05,1.1,0.0002684615317673303,0.00027179329841973526,P06-C01
E09204,GRAT_STD_01,Gratuity,42.431211498973305,Observed_or_Validated,0.0002,1e-05,1.1,0.0007706131533358649,0.0007983718007575765,P06-C01
E09205,GRAT_STD_01,Gratuity,24.78302532511978,Observed_or_Validated,0.0002,1e-05,1.1,0.00030612946245849585,0.00031130318995967334,P06-C01
E09206,GRAT_STD_01,Gratuity,40.44900752908966,Observed_or_Validated,0.0002,1e-05,1.1,0.0006723816661219862,0.000695383724966409,P06-C01
E09207,GRAT_STD_01,Gratuity,20.955509924709105,Observed_or_Validated,0.0002,1e-05,1.1,0.00027368936678679655,0.0002772768677573041,P06-C01
E09209,GRAT_STD_01,Gratuity,38.79808350444901,Observed_or_Validated,0.0002,1e-05,1.1,0.0006036052950192625,0.0006232707302370706,P06-C01
E09211,GRAT_STD_01,Gratuity,51.5564681724846,Observed_or_Validated,0.0002,1e-05,1.1,0.0015616348393922876,0.0016273097578259536,P06-C01
E09212,GRAT_STD_01,Gratuity,36.446269678302535,Observed_or_Validated,0.0002,1e-05,1.1,0.0005225588529099832,0.0005382857137170931,P06-C01
E09213,GRAT_STD_01,Gratuity,42.06707734428473,Observed_or_Validated,0.0002,1e-05,1.1,0.0007511493353746472,0.000777966344361293,P06-C01
E09214,GRAT_STD_01,Gratuity,29.399041752224505,Observed_or_Validated,0.0002,1e-05,1.1,0.0003647802962064833,0.00037281893957132604,P06-C01
E09215,GRAT_STD_01,Gratuity,38.86926762491444,Observed_or_Validated,0.0002,1e-05,1.1,0.00060635289403007,0.0006261517263284536,P06-C01
E09216,GRAT_STD_01,Gratuity,21.319644079397673,Observed_or_Validated,0.0002,1e-05,1.1,0.00027629170399154097,0.00028000649442516944,P06-C01
E09217,GRAT_STD_01,Gratuity,20.27652292950034,Observed_or_Validated,0.0002,1e-05,1.1,0.00026907163394686886,0.0002724332470211228,P06-C01
E09218,GRAT_STD_01,Gratuity,34.614647501711154,Observed_or_Validated,0.0002,1e-05,1.1,0.00047089014514998574,0.00048410231471475744,P06-C01
E09219,GRAT_STD_01,Gratuity,32.46817248459959,Observed_or_Validated,0.0002,1e-05,1.1,0.00042077243175353747,0.00043154258974801804,P06-C01
E09220,GRAT_STD_01,Gratuity,26.87748117727584,Observed_or_Validated,0.0002,1e-05,1.1,0.0003295779533863309,0.00033589752294147575,P06-C01
E09221,GRAT_STD_01,Gratuity,49.79329226557152,Observed_or_Validated,0.0002,1e-05,1.1,0.0013510072779722136,0.0014066533254562933,P06-C01
E09222,GRAT_STD_01,Gratuity,38.31895961670089,Observed_or_Validated,0.0002,1e-05,1.1,0.0005855889956112026,0.0006043795261839515,P06-C01
E09223,GRAT_STD_01,Gratuity,19.561943874058862,Observed_or_Validated,0.0002,1e-05,1.1,0.0002645240150558492,0.00026766314709678887,P06-C01
E09225,GRAT_STD_01,Gratuity,26.844626967830255,Observed_or_Validated,0.0002,1e-05,1.1,0.0003291728352911817,0.0003354726133422228,P06-C01
