employee_id,plan_id,model_input_quality_status,grade,age_band,service_band,product_type,plan_assignment_method,active_rule_count,parameter_count,editable_parameter_count,locked_parameter_count,formula_template_count,formula_templates,statutory_locked_plan_flag,rule_engine_version,plan_assignment_valid_flag
E00002,GRAT_STD_01,Observed_or_Validated,E5,35-44,1-4,Gratuity,Employee gratuity_plan_id,18,18,8,10,9,bernoulli_disability | gompertz_makeham | gratuity_days_over_divisor | gratuity_eligibility | logistic_early_retirement | present_value_discounting | qualifying_service_rounding | salary_projection | weibull_withdrawal,False,P05-C01,True
E08318,PEN_DB_01,Observed_or_Validated,E2,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08327,PEN_DB_01,Observed_or_Validated,E7,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08334,PEN_DB_01,Observed_or_Validated,E7,35-44,<1,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08337,PEN_DB_01,Observed_or_Validated,E3,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08342,PEN_DB_01,Observed_or_Validated,E5,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08344,PEN_DB_01,Observed_or_Validated,E5,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08348,PEN_DB_01,Observed_or_Validated,E3,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08350,PEN_DB_01,Observed_or_Validated,E6,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08352,PEN_DB_01,Review,E6,60+,20-29,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08370,PEN_DB_01,Observed_or_Validated,E4,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08394,PEN_DB_01,Observed_or_Validated,E4,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08406,PEN_DB_01,Observed_or_Validated,E7,35-44,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08413,PEN_DB_01,Reconstructed_or_Imputed,E4,35-44,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08423,PEN_DB_01,Observed_or_Validated,E2,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08430,PEN_DB_02,Observed_or_Validated,E3,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08444,PEN_DB_02,Observed_or_Validated,E2,25-34,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08450,PEN_DB_01,Observed_or_Validated,E4,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08463,PEN_DB_01,Observed_or_Validated,E4,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08465,PEN_DB_01,Observed_or_Validated,E7,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08469,PEN_DB_02,Observed_or_Validated,E3,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08472,PEN_DB_01,Observed_or_Validated,E7,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08473,PEN_DB_01,Observed_or_Validated,E6,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08477,PEN_DB_01,Observed_or_Validated,E1,25-34,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08487,PEN_DB_01,Observed_or_Validated,E5,45-54,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08489,PEN_DB_02,Observed_or_Validated,E2,35-44,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08495,PEN_DB_01,Observed_or_Validated,E4,45-54,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08505,PEN_DB_02,Observed_or_Validated,E6,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08509,PEN_DB_01,Observed_or_Validated,E4,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08522,PEN_DB_01,Observed_or_Validated,E2,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08524,PEN_DB_01,Observed_or_Validated,E5,45-54,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08529,PEN_DB_02,Observed_or_Validated,E7,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08542,PEN_DB_01,Observed_or_Validated,E6,35-44,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08544,PEN_DB_02,Observed_or_Validated,E3,<25,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08559,PEN_DB_01,Observed_or_Validated,E1,<25,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08566,PEN_DB_01,Observed_or_Validated,E6,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08567,PEN_DB_01,Observed_or_Validated,E4,25-34,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08569,PEN_DB_01,Observed_or_Validated,E1,25-34,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08572,PEN_DB_01,Observed_or_Validated,E4,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08576,PEN_DB_01,Observed_or_Validated,E5,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08580,PEN_DB_02,Observed_or_Validated,E8,45-54,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08582,PEN_DB_01,Observed_or_Validated,E8,45-54,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08593,PEN_DB_01,Observed_or_Validated,E3,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08602,PEN_DB_02,Observed_or_Validated,E8,55-59,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08608,PEN_DB_01,Observed_or_Validated,E5,45-54,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08613,PEN_DB_01,Observed_or_Validated,E4,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08616,PEN_DB_01,Observed_or_Validated,E3,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08620,PEN_DB_01,Observed_or_Validated,E4,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08626,PEN_DB_01,Observed_or_Validated,E6,45-54,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08628,PEN_DB_02,Observed_or_Validated,E8,45-54,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08629,PEN_DB_02,Observed_or_Validated,E7,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08665,PEN_DB_02,Reconstructed_or_Imputed,E7,45-54,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08668,PEN_DB_01,Reconstructed_or_Imputed,E6,35-44,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08672,PEN_DB_01,Observed_or_Validated,E8,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08686,PEN_DB_02,Observed_or_Validated,E4,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08698,PEN_DB_01,Observed_or_Validated,E5,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08700,PEN_DB_01,Observed_or_Validated,E6,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08702,PEN_DB_02,Observed_or_Validated,E6,35-44,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08723,PEN_DB_01,Observed_or_Validated,E5,35-44,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08724,PEN_DB_02,Observed_or_Validated,E4,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08752,PEN_DB_02,Observed_or_Validated,E6,25-34,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08753,PEN_DB_01,Observed_or_Validated,E4,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08755,PEN_DB_01,Observed_or_Validated,E4,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08757,PEN_DB_02,Observed_or_Validated,E2,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08767,PEN_DB_01,Observed_or_Validated,E1,<25,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08781,PEN_DB_01,Observed_or_Validated,E4,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08782,PEN_DB_01,Observed_or_Validated,E3,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08790,PEN_DB_01,Observed_or_Validated,E6,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08806,PEN_DB_02,Observed_or_Validated,E3,25-34,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08809,PEN_DB_01,Observed_or_Validated,E2,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08818,PEN_DB_01,Observed_or_Validated,E3,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08826,PEN_DB_01,Reconstructed_or_Imputed,E4,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08828,PEN_DB_01,Observed_or_Validated,E1,25-34,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08829,PEN_DB_01,Observed_or_Validated,E6,45-54,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08846,PEN_DB_02,Observed_or_Validated,E3,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08856,PEN_DB_01,Observed_or_Validated,E5,45-54,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08863,PEN_DB_01,Observed_or_Validated,E8,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08889,PEN_DB_01,Observed_or_Validated,E8,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08891,PEN_DB_01,Observed_or_Validated,E5,25-34,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08897,PEN_DB_02,Observed_or_Validated,E2,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08912,PEN_DB_02,Observed_or_Validated,E2,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08913,PEN_DB_02,Observed_or_Validated,E5,35-44,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08924,PEN_DB_01,Observed_or_Validated,E5,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08934,PEN_DB_01,Reconstructed_or_Imputed,E3,25-34,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08941,PEN_DB_01,Observed_or_Validated,E7,55-59,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08956,PEN_DB_01,Observed_or_Validated,E3,45-54,10-19,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08967,PEN_DB_01,Observed_or_Validated,E7,45-54,1-4,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
E08985,PEN_DB_01,Observed_or_Validated,E5,35-44,5-9,DB_Pension,Employee superannuation_plan_id,14,14,13,1,10,bernoulli_disability | db_pension_accrual | db_pension_retirement | gompertz_makeham | pension_escalation | pensioner_survival | present_value_discounting | salary_projection | spouse_pension | weibull_withdrawal,False,P05-C01,True
