employee_id,date_of_birth,date_of_joining,exit_date,employment_status,exit_reason,retirement_age,spouse_eligible_flag,spouse_date_of_birth,superannuation_join_date,diagnostic_attained_age_years,diagnostic_joining_age_years,diagnostic_service_years,missing_date_of_birth_flag,missing_date_of_joining_flag,missing_retirement_age_flag,spouse_eligible_missing_dob_flag,dob_after_valuation_flag,doj_after_valuation_flag,doj_on_or_before_dob_flag,exit_before_joining_flag,active_with_exit_date_flag,inactive_without_exit_date_flag,active_with_exit_reason_flag,inactive_without_exit_reason_flag,status_exit_reason_mismatch_flag,superannuation_join_before_company_join_flag,superannuation_join_after_valuation_flag,unusual_joining_age_flag,impossible_attained_age_flag,active_past_retirement_age_flag
E04783,1996-05-10,2014-05-10,,Active,,60,No,,,30.310746064339494,17.998631074606433,12.31211498973306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04787,2006-10-27,2025-08-01,,Exited,Withdrawal,60,No,,2026-05-29,19.8466803559206,18.76249144421629,1.0841889117043122,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E04799,,2024-04-11,,Active,,60,No,,2024-05-19,,,2.3901437371663246,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04805,2001-09-13,2019-09-13,,Active,,60,No,,2019-10-21,24.966461327857633,17.998631074606433,6.967830253251198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04816,,2023-08-19,,Active,,60,No,,,,,3.0362765229295,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04817,1974-03-21,,,Active,,62,Yes,1982-05-05,2023-01-04,52.44900752908966,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04831,2001-02-18,2019-02-18,,Active,,60,No,,,25.533196440793976,17.998631074606433,7.534565366187543,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04860,1966-01-30,2015-09-23,,Active,,60,Yes,1965-11-03,,60.58590006844627,49.64544832306639,10.940451745379876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04902,1996-04-17,2014-04-17,,Active,,60,Yes,1995-03-11,2014-06-15,30.373716632443532,17.998631074606433,12.375085557837098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04903,1993-09-25,2011-09-25,,Active,,60,No,,,32.93360711841205,17.998631074606433,14.934976043805612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04921,1965-10-30,2024-09-14,,Active,,60,Yes,1960-07-04,,60.837782340862425,58.874743326488705,1.9630390143737166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04925,1965-12-19,2022-03-15,,Active,,60,Yes,1971-04-24,2023-01-25,60.70088980150582,56.23545516769336,4.465434633812457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04943,,2024-09-01,,Active,,60,No,,2025-06-29,,,1.998631074606434,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04946,,2020-03-12,,Active,,60,No,,2020-07-07,,,6.4722792607802875,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04957,2005-12-11,2023-12-11,,Active,,60,No,,2024-02-01,20.722792607802873,17.998631074606433,2.724161533196441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04964,1982-11-07,2020-02-09,,Retired,Retirement,60,Yes,1983-05-14,2020-06-20,43.81656399726215,37.256673511293634,6.5598904859685145,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E04969,,2012-01-24,2022-05-22,Exited,Withdrawal,60,Yes,1991-04-11,2015-01-24,,,10.324435318275153,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04975,2002-01-07,2020-01-07,2023-01-01,Retired,Retirement,60,Yes,1995-04-09,2020-09-27,24.648870636550306,17.998631074606433,2.9842573579739904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04987,1982-09-11,2015-10-30,,Exited,Withdrawal,60,Yes,1982-05-14,2016-04-15,43.97262149212868,33.13347022587269,10.839151266255989,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E05056,2001-09-12,2019-09-12,,Active,,60,No,,,24.969199178644764,17.998631074606433,6.97056810403833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05060,2001-01-26,,2026-08-18,Exited,Withdrawal,60,No,,,25.596167008898014,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05075,1996-12-10,2014-12-10,,Active,,60,No,,2015-06-05,29.724845995893222,17.998631074606433,11.72621492128679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05087,1966-01-26,2015-06-18,,Active,,60,Yes,1962-10-21,,60.596851471594796,49.39082819986311,11.206023271731691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E05088,2001-10-21,2019-10-21,,Active,,60,Yes,2001-07-27,2020-04-12,24.862422997946613,17.998631074606433,6.863791923340178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05093,,2022-01-26,,Active,,62,No,,,,,4.596851471594798,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05097,1989-08-01,2007-08-01,,Active,,60,Yes,1987-11-23,,37.08418891170431,17.998631074606433,19.085557837097877,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05106,1997-08-03,2015-08-03,,Active,,60,No,,,29.078713210130047,17.998631074606433,11.080082135523615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05107,1997-07-15,2015-07-15,,Active,,60,Yes,1997-10-07,2015-07-24,29.130732375085557,17.998631074606433,11.132101300479125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05111,,2011-05-01,,Active,,60,No,,2011-12-13,,,15.33744010951403,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05129,2001-08-02,2019-08-02,,Active,,60,No,,2020-04-24,25.08145106091718,17.998631074606433,7.082819986310746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05134,1992-10-27,,,Active,,60,Yes,1995-02-15,,33.84531143052703,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05146,1980-06-05,,,Active,,60,Yes,1978-11-25,2021-09-16,46.23956194387406,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05148,1989-01-22,2016-03-14,,Exited,Withdrawal,60,Yes,1991-08-18,2017-02-04,37.607118412046546,27.140314852840522,10.466803559206022,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E05182,2004-06-28,2022-06-28,,Active,,60,No,,2023-02-04,22.17659137577002,17.998631074606433,4.177960301163586,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05191,,2025-12-24,,Active,,60,No,,2026-02-17,,,0.6872005475701575,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05225,2000-07-24,2018-07-24,,Active,,60,Yes,2001-01-31,2018-12-18,26.105407255304584,17.998631074606433,8.106776180698152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05260,1989-02-24,,,Active,,60,No,,2016-02-05,37.516769336071185,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05268,1965-11-19,2009-10-16,,Active,,60,Yes,1966-05-03,2014-07-15,60.78302532511978,43.90691307323751,16.876112251882272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E05362,1992-09-29,2010-09-29,,Active,,60,Yes,1990-02-26,,33.921971252566735,17.998631074606433,15.9233401779603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05408,2004-07-06,2022-07-06,,Active,,60,No,,,22.154688569472963,17.998631074606433,4.15605749486653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05489,1966-05-19,2024-07-16,,Active,,60,Yes,1971-09-22,2025-04-03,60.28747433264887,58.16016427104723,2.127310061601643,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E05539,1992-10-27,2010-10-27,,Active,,60,No,,2014-12-09,33.84531143052703,17.998631074606433,15.846680355920602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05551,1977-05-05,,,Active,,60,No,,2025-02-03,49.32511978097194,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05584,2005-06-17,2023-06-17,,Active,,60,No,,,21.207392197125255,17.998631074606433,3.2087611225188226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05600,1989-04-24,,,Active,,60,No,,2022-11-12,37.35523613963039,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05616,1965-06-27,2025-09-30,,Active,,60,No,,2026-02-21,61.18001368925393,60.26009582477755,0.919917864476386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E05656,1977-12-28,,,Active,,60,Yes,1973-04-30,,48.67624914442163,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05668,1989-05-30,2007-05-30,,Active,,60,Yes,1988-08-07,2014-07-26,37.256673511293634,17.998631074606433,19.2580424366872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05685,,2024-02-12,,Active,,60,No,,2024-03-07,,,2.5516769336071183,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05696,,2020-10-23,,Active,,60,Yes,1981-06-12,2021-02-01,,,5.856262833675565,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05700,2005-04-19,2023-04-19,,Active,,60,No,,2024-01-08,21.36892539356605,17.998631074606433,3.370294318959617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05733,2001-05-24,2019-05-24,,Active,,60,No,,,25.27310061601643,17.998631074606433,7.274469541409993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05742,1996-08-21,2014-08-21,2024-03-10,Exited,Withdrawal,60,No,,,30.028747433264886,17.998631074606433,9.552361396303901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05763,1965-08-17,2017-03-17,,Active,,60,Yes,1962-01-15,2017-09-19,61.040383299110196,51.58110882956879,9.45927446954141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E05767,2000-02-15,2018-02-15,,Exited,Withdrawal,60,No,,2019-02-04,26.543463381245722,18.001368925393567,8.542094455852157,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E05794,1992-03-04,2016-09-23,,Exited,Withdrawal,60,Yes,1988-12-01,2017-04-11,34.49418206707735,24.555783709787818,9.938398357289527,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E05800,1992-05-29,2010-05-29,,Active,,60,No,,2011-04-09,34.25872689938399,17.998631074606433,16.26009582477755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05812,,2021-05-14,,Active,,60,No,,,,,5.300479123887748,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05831,1992-06-12,2024-03-14,,Exited,Withdrawal,60,No,,,34.220396988364136,31.753593429158112,2.4668035592060233,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E05836,1985-01-04,,,Active,,60,No,,2020-08-27,41.65639972621492,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05878,2001-10-26,2019-10-26,,Active,,60,Yes,2000-10-29,,24.84873374401095,17.998631074606433,6.850102669404517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05888,1997-04-24,2015-04-24,,Active,,60,No,,,29.35523613963039,17.998631074606433,11.356605065023956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05895,2002-03-22,2021-01-30,,Early Retired,Early Retirement,60,No,,2021-06-24,24.44626967830253,18.861054072553046,5.585215605749487,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E05899,1993-10-05,2011-10-05,,Active,,60,No,,2014-08-10,32.90622861054072,17.998631074606433,14.907597535934292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05908,2006-02-22,2024-02-22,,Active,,60,Yes,2002-11-14,,20.522929500342233,17.998631074606433,2.524298425735797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05928,1987-05-27,,2024-11-30,Active,Withdrawal,60,Yes,1985-07-22,,39.266255989048595,,,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E05937,1995-05-04,2015-09-22,,Exited,Withdrawal,60,No,,,31.329226557152634,20.386036960985628,10.94318959616701,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E05946,1996-07-16,2014-07-16,,Active,,60,Yes,1999-02-11,2015-06-15,30.127310061601644,17.998631074606433,12.128678986995208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05987,1997-06-20,2015-06-20,,Active,,60,No,,2015-11-26,29.19917864476386,17.998631074606433,11.200547570157427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E05988,1984-01-29,,,Active,,60,Yes,1987-03-31,2021-02-04,42.59000684462697,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E05999,1978-03-05,2016-09-19,,Exited,Withdrawal,60,Yes,1981-03-14,2017-09-06,48.492813141683776,38.54346338124572,9.949349760438055,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06046,1993-05-11,2007-05-11,2026-02-13,Exited,Withdrawal,60,Yes,1992-09-04,,33.308692676249144,13.998631074606434,18.76249144421629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06049,,2021-11-03,,Active,,60,No,,,,,4.826830937713894,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06053,,2013-10-27,,Active,,60,Yes,1982-06-20,2015-03-10,,,12.845995893223819,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06054,1965-12-25,2022-10-15,,Active,,60,Yes,1968-11-20,,60.68446269678302,56.80492813141684,3.8795345653661877,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E06082,1988-11-30,,,Active,,60,Yes,1993-06-08,,37.752224503764545,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06086,,2019-09-12,,Active,,60,No,,,,,6.97056810403833,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06126,1987-11-23,2013-04-22,,Exited,Withdrawal,60,No,,2014-06-21,38.77344284736482,25.412731006160165,13.360711841204655,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06149,1994-02-13,2012-02-13,,Active,,60,No,,,32.54757015742642,17.998631074606433,14.548939082819986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06164,1979-12-24,,,Active,,60,Yes,1979-10-22,,46.68856947296372,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06178,1997-02-06,2015-02-06,,Active,,60,Yes,2000-06-26,2015-05-05,29.56605065023956,17.998631074606433,11.567419575633128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06185,2001-04-29,2019-04-29,,Active,,60,No,,2019-07-23,25.34154688569473,17.998631074606433,7.342915811088296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06195,,2012-03-18,,Active,,60,Yes,1995-05-23,2012-09-13,,,14.455852156057494,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06196,1989-10-05,2007-10-05,,Active,,60,Yes,1991-06-18,2014-09-06,36.90622861054072,17.998631074606433,18.90759753593429,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06207,,2016-03-17,,Active,,60,Yes,1990-06-05,2017-03-03,,,10.458590006844627,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06209,,2022-06-26,,Active,,60,Yes,2001-02-16,2023-03-24,,,4.183436002737851,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06217,2001-08-22,2019-08-22,,Active,,60,Yes,1999-10-07,,25.026694045174537,17.998631074606433,7.028062970568104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06240,,2021-03-06,,Active,,60,No,,,,,5.489390828199863,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06249,,2021-09-26,,Active,,60,No,,2021-12-10,,,4.930869267624915,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06259,1996-11-17,2014-11-17,,Active,,60,Yes,2000-01-16,2015-07-22,29.78781656399726,17.998631074606433,11.789185489390828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06323,2000-11-24,2018-11-24,,Active,,60,No,,,25.76865160848734,17.998631074606433,7.770020533880904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06334,1992-06-21,2010-06-21,,Active,,60,No,,,34.195756331279945,17.998631074606433,16.197125256673512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06337,1965-12-18,2023-06-22,,Active,,60,Yes,1962-05-08,,60.70362765229295,57.50855578370979,3.1950718685831623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E06358,1965-05-13,2022-05-11,,Active,,60,Yes,1967-03-11,2022-05-12,61.30321697467488,56.993839835728956,4.309377138945927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E06359,2005-09-24,2023-09-24,,Active,,60,No,,,20.93634496919918,17.998631074606433,2.937713894592745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06405,1988-10-29,2006-10-29,,Active,,60,Yes,1982-11-22,2010-04-03,37.83983572895277,17.998631074606433,19.84120465434634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06425,1994-01-25,2012-01-25,,Active,,60,Yes,1993-06-16,2014-04-06,32.59958932238193,17.998631074606433,14.600958247775496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06433,,2017-05-10,,Active,,60,No,,,,,9.311430527036277,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06453,,2020-11-08,,Active,,60,No,,,,,5.812457221081451,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06491,,2023-08-19,,Active,,60,No,,2023-09-20,,,3.0362765229295,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06494,1966-02-09,2022-10-27,,Active,,60,No,,2023-07-29,60.558521560574945,56.71184120465435,3.8466803559206024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E06510,1979-11-10,,,Active,,62,Yes,1978-01-22,2023-09-02,46.809034907597535,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06520,1974-07-15,1989-07-15,,Active,,60,No,,2023-03-28,52.13141683778234,15.000684462696784,37.13073237508556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06532,1981-05-18,,,Exited,Withdrawal,60,Yes,1983-11-09,2010-12-12,45.28952772073922,,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06545,1983-10-24,,,Active,,62,Yes,1984-11-18,,42.85557837097878,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06563,1984-12-27,,,Active,,60,Yes,1988-07-02,2017-12-29,41.67830253251198,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06572,1994-04-05,2023-05-01,,Retired,Retirement,60,Yes,1994-02-21,,32.407939767282684,29.07049965776865,3.3374401095140316,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06574,,2016-12-07,,Active,,60,Yes,1981-05-12,2017-09-01,,,9.73305954825462,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06587,2001-05-13,2019-05-13,,Active,,60,No,,2020-01-20,25.30321697467488,17.998631074606433,7.304585900068446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06612,2000-05-15,2018-05-15,,Active,,60,Yes,2003-04-12,,26.297056810403834,17.998631074606433,8.2984257357974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06628,1997-02-08,2015-02-08,,Active,,60,Yes,2004-01-28,,29.560574948665298,17.998631074606433,11.561943874058864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06642,1980-02-01,2025-02-09,,Exited,Withdrawal,60,No,,,46.58179329226557,45.02395619438741,1.5578370978781657,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06678,2000-09-22,2018-09-22,,Active,,60,No,,2018-10-22,25.94113620807666,17.998631074606433,7.942505133470226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06680,,2024-11-09,,Active,,60,No,,2024-11-29,,,1.809719370294319,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06707,1988-05-24,2019-05-10,,Exited,Withdrawal,60,Yes,1992-09-11,,38.27241615331965,30.9596167008898,7.312799452429843,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06717,1985-04-07,,,Active,,60,No,,2015-03-26,41.40177960301163,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06750,,2010-09-20,2025-09-27,Exited,Withdrawal,60,Yes,1988-11-18,,,,15.019849418206707,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06752,,2023-07-24,,Active,,60,Yes,1987-05-26,,,,3.1074606433949348,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06754,,2018-02-26,,Active,,60,No,,2018-12-29,,,8.511978097193703,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06757,1994-12-18,,,Active,,60,No,,,31.704312114989733,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06810,1984-08-21,2002-08-21,,Active,,60,Yes,1983-04-29,,42.02874743326489,17.998631074606433,24.030116358658454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06837,1993-07-29,2011-07-29,,Active,,60,Yes,1995-05-26,2014-04-27,33.09240246406571,17.998631074606433,15.093771389459274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06859,,2016-02-24,,Active,,60,Yes,1981-04-10,2016-09-18,,,10.518822724161533,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06863,1993-06-27,2011-06-27,,Active,,60,No,,2011-11-18,33.18001368925393,17.998631074606433,15.181382614647502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06891,,2022-01-08,,Active,,60,Yes,1984-01-31,2022-12-20,,,4.646132785763176,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06893,1980-02-16,,,Active,,60,Yes,1985-03-18,2024-02-20,46.54072553045859,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06899,1965-04-09,2013-10-26,,Active,,60,Yes,1964-04-06,,61.39630390143737,48.54757015742642,12.848733744010952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E06903,1965-12-18,2008-09-30,,Active,,60,Yes,1974-06-26,2010-05-30,60.70362765229295,42.784394250513344,17.919233401779604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E06923,1993-04-22,2015-11-04,,Early Retired,Early Retirement,60,No,,,33.360711841204655,22.535249828884325,10.825462012320328,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06926,1979-03-24,,,Active,,60,No,,2025-01-21,47.441478439425055,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06929,1966-02-05,2011-02-20,,Active,,60,Yes,1965-09-08,2015-02-22,60.56947296372348,45.040383299110196,15.529089664613279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E06958,1992-05-28,2024-02-11,,Exited,Withdrawal,60,Yes,1993-09-30,2024-05-14,34.261464750171115,31.707049965776864,2.5544147843942504,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E06964,1986-12-13,,,Active,,60,No,,2016-12-13,39.71800136892539,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E06980,1996-12-08,2014-12-08,,Active,,60,No,,,29.730321697467488,17.998631074606433,11.731690622861054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06982,2001-11-30,2019-11-30,,Active,,60,No,,,24.752908966461327,17.998631074606433,6.754277891854894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E06998,1973-06-21,2018-09-08,,Exited,Withdrawal,60,Yes,1970-06-06,2019-05-13,53.19644079397673,45.215605749486656,7.9808350444900755,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07002,2000-11-12,2018-11-12,,Active,,60,No,,2019-01-19,25.801505817932924,17.998631074606433,7.8028747433264884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07007,1996-08-18,2014-08-18,,Active,,60,Yes,1997-09-15,,30.036960985626283,17.998631074606433,12.038329911019849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07025,1965-05-31,2018-06-24,,Active,,60,Yes,1971-08-30,2018-11-23,61.2539356605065,53.06502395619439,8.188911704312115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E07059,1982-07-26,,,Active,,60,No,,2017-06-05,44.101300479123886,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07091,2006-02-28,2024-02-28,,Active,,60,No,,2024-04-03,20.50650239561944,17.998631074606433,2.507871321013005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07117,2001-05-08,2019-05-08,,Active,,60,Yes,2001-07-24,,25.31690622861054,17.998631074606433,7.318275154004107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07157,1997-07-24,2015-07-24,,Active,,60,No,,,29.10609171800137,17.998631074606433,11.107460643394935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07204,1989-08-23,,,Active,,60,Yes,1989-12-27,2021-02-18,37.02395619438741,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07208,2000-04-13,2018-04-13,,Active,,60,Yes,2002-03-09,2019-03-22,26.38466803559206,17.998631074606433,8.386036960985626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07218,2006-10-12,2024-10-12,,Exited,Withdrawal,60,No,,2025-08-02,19.887748117727583,18.001368925393567,1.8863791923340179,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07241,2005-09-19,2023-09-19,,Active,,60,No,,2024-01-12,20.95003422313484,17.998631074606433,2.951403148528405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07245,,2016-06-20,,Active,,60,Yes,1958-05-28,2016-10-01,,,10.198494182067078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07249,1989-09-03,2023-01-01,,Retired,Retirement,60,No,,2023-10-17,36.993839835728956,33.327857631759066,3.6659822039698837,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
